,external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,chargeback,amount_USD,local_time,Year,Month,Day
3338,XELK6tUk_o-hswAUC0zR8,True,GLOBALPAY,evt_1EhLY3jVJLUu9_NNuuZavAH,2019-04-22T14:24:00.000Z,DECLINED,False,104137.81,MX,MXN,False,2609638.47,2019-04-22 14:24:00,2019,4,22
3339,x0DaZ56eY-7J8SUjhvour,True,GLOBALPAY,evt_1EMgUrFVgNIRcB4ikJ9Rqjx,2019-04-22T19:12:00.000Z,ACCEPTED,False,104311.93,MX,MXN,False,2614001.82,2019-04-22 19:12:00,2019,4,22
3340,_Zh6WxkjtHgNmZvTA6R8F,True,GLOBALPAY,evt_1Ej-vAfahbvRRTRmuj03pSh,2019-04-22T00:00:00.000Z,ACCEPTED,False,96648.78,UK,GBP,False,68422.53,2019-04-22 00:00:00,2019,4,22
3341,DPrbqaophHLXDssFxCvEp,True,GLOBALPAY,evt_1EF3mhJhuAI9-M9Yz7OX0pz,2019-04-22T04:48:00.000Z,ACCEPTED,False,97333.04,UK,GBP,False,68906.95,2019-04-22 04:48:00,2019,4,22
3342,i_WeBXcBHP8N8ohWL5iOA,True,GLOBALPAY,evt_1EtLwqqCsVDZ0lvQUgAyVpl,2019-04-22T09:36:00.000Z,ACCEPTED,False,97980.72,UK,GBP,False,69365.47,2019-04-22 09:36:00,2019,4,22
3343,m3KOFzetioiDmyw-az8ri,True,GLOBALPAY,evt_1EIrJDs5lnrNN0n_KVhKYYQ,2019-04-22T14:24:00.000Z,ACCEPTED,False,98614.46,UK,GBP,False,69814.13,2019-04-22 14:24:00,2019,4,22
3344,Hjy1GUY0i76S_Sg-juZ3a,True,GLOBALPAY,evt_1E6Ef6NfPaAtEqjfD2OJRvs,2019-04-22T19:12:00.000Z,ACCEPTED,False,98450.68,UK,GBP,False,69698.18,2019-04-22 19:12:00,2019,4,22
3345,OAD8yhmLIuF8-GhmnRMHB,True,GLOBALPAY,evt_1EaA_8Gmaa9Fz33Ko5tw0Bi,2019-04-22T00:00:00.000Z,DECLINED,False,106475.8,FR,EUR,False,80647.95,2019-04-22 00:00:00,2019,4,22
3346,gqIvgaQlU44vSyR--xGgQ,True,GLOBALPAY,evt_1ExNJ2uc7IqkGj1mRMOxAaU,2019-04-22T04:48:00.000Z,ACCEPTED,False,106754.29,FR,EUR,False,80858.89,2019-04-22 04:48:00,2019,4,22
3347,DP26LhZampG_c76h6oMEr,True,GLOBALPAY,evt_1E9MmiTosIWUS6ONTdA_Xs6,2019-04-22T09:36:00.000Z,ACCEPTED,False,107289.76,FR,EUR,False,81264.47,2019-04-22 09:36:00,2019,4,22
3348,06sKq-UlnWK1vzDvny0HN,True,GLOBALPAY,evt_1ESYbYhMV5ZPZOgVwB6vmPV,2019-04-22T14:24:00.000Z,ACCEPTED,False,107091.32,FR,EUR,False,81114.16,2019-04-22 14:24:00,2019,4,22
3349,IPcgzCD8GllVHciOBSTU-,True,GLOBALPAY,evt_1EWyyM85P5_o-SiCNXTpXZp,2019-04-22T19:12:00.000Z,ACCEPTED,False,107204.88,FR,EUR,False,81200.18,2019-04-22 19:12:00,2019,4,22
3350,jtvsBsVoUWuQvUCIQ1h4q,True,GLOBALPAY,evt_1EP0LS5PqNGrOY4Fx5TgYYB,2019-04-22T00:00:00.000Z,ACCEPTED,False,110900.27,CA,CAD,False,153063.57,2019-04-22 00:00:00,2019,4,22
3351,I4bHb46OIMbYR9c65Jo4j,True,GLOBALPAY,evt_1EgwH-0l_DK8qOJAyWNLHpu,2019-04-22T04:48:00.000Z,DECLINED,False,111324.51,CA,CAD,False,153649.1,2019-04-22 04:48:00,2019,4,22
3352,82tf5g-jVfDTUaCEZ2YW8,True,GLOBALPAY,evt_1E1j_qDvGkww7d0eMDrnayG,2019-04-22T09:36:00.000Z,ACCEPTED,False,111890.72,CA,CAD,False,154430.58,2019-04-22 09:36:00,2019,4,22
3353,zV81d8K0d9-GtKDssQqBW,True,GLOBALPAY,evt_1E8DpBJUWsPASBGmBUHm5hs,2019-04-22T14:24:00.000Z,ACCEPTED,False,111663.73,CA,CAD,False,154117.29,2019-04-22 14:24:00,2019,4,22
3354,KG3pBzq9TMshOlHYH5Wn7,True,GLOBALPAY,evt_1E1pZmJOWFtrnFpBku37bNz,2019-04-22T19:12:00.000Z,ACCEPTED,False,111647.63,CA,CAD,False,154095.07,2019-04-22 19:12:00,2019,4,22
3355,WBbZ9OEGtG-RGCjiDtGVP,True,GLOBALPAY,evt_1EkL2WNFmO7UgK1wj1ScgPj,2019-04-22T00:00:00.000Z,DECLINED,False,114480.89,AE,USD,False,114480.89,2019-04-22 00:00:00,2019,4,22
3356,pkMjnPdWFd7h0r2buVgrT,True,GLOBALPAY,evt_1EJbfyQwEjvoeEM9xagEwZZ,2019-04-22T04:48:00.000Z,DECLINED,False,114314.75,AE,USD,False,114314.75,2019-04-22 04:48:00,2019,4,22
3357,zDXDLPL8r9X3cGOK7tp69,True,GLOBALPAY,evt_1E23_yrBw5HFhq352bSA8S2,2019-04-22T09:36:00.000Z,ACCEPTED,False,114827.78,AE,USD,False,114827.78,2019-04-22 09:36:00,2019,4,22
3358,8eQXBT1exHdZumLjdMhfr,True,GLOBALPAY,evt_1EPUmEvC9IZlfw-jZGDqtgD,2019-04-22T14:24:00.000Z,ACCEPTED,False,115208.1,AE,USD,False,115208.1,2019-04-22 14:24:00,2019,4,22
3359,sLDlQjjZnPNWHHL-EwzJt,True,GLOBALPAY,evt_1EQNzZWEy7LnjM233pC9aoE,2019-04-22T19:12:00.000Z,DECLINED,False,114974.65,AE,USD,False,114974.65,2019-04-22 19:12:00,2019,4,22
3360,TESENDiE3aHyERn1Z_l7O,True,GLOBALPAY,evt_1EhY-C1z-blQIO-MpCINHnA,2019-04-23T00:00:00.000Z,ACCEPTED,False,103677.16,US,USD,False,103677.16,2019-04-23 00:00:00,2019,4,23
3361,D61ixbRjgBkc6_QxnqdXm,True,GLOBALPAY,evt_1ElJv4rOTgIj6tM0a0PE8Tf,2019-04-23T04:48:00.000Z,ACCEPTED,False,104174.82,US,USD,False,104174.82,2019-04-23 04:48:00,2019,4,23
3362,Qrv2-ZOhsdHvUP8pWsxol,True,GLOBALPAY,evt_1ERAlMTwC9xj0xsEurv0EFq,2019-04-23T09:36:00.000Z,ACCEPTED,False,104342.13,US,USD,False,104342.13,2019-04-23 09:36:00,2019,4,23
3363,WpzAhM6z8HVicj8UazFOc,True,GLOBALPAY,evt_1EyaGF-SdzBIrME7zpikfqE,2019-04-23T14:24:00.000Z,ACCEPTED,False,104957.1,US,USD,False,104957.1,2019-04-23 14:24:00,2019,4,23
3364,cSLG4FyEs7wkyCv0ClRjC,True,GLOBALPAY,evt_1EZFvMSIgn6qmAVq3SMuXcR,2019-04-23T19:12:00.000Z,ACCEPTED,False,105528.97,US,USD,False,105528.97,2019-04-23 19:12:00,2019,4,23
3365,XYnZmMqWZps4FWwx1Wvn8,True,GLOBALPAY,evt_1E52NpJksFnbzIsBVkIZu92,2019-04-23T00:00:00.000Z,ACCEPTED,False,104091.57,MX,MXN,False,2609589.54,2019-04-23 00:00:00,2019,4,23
3366,CoLniVdYWh-uPCHZE2kHT,True,GLOBALPAY,evt_1EejFR0dYyzKCqK4ooGuykA,2019-04-23T04:48:00.000Z,DECLINED,False,103877.74,MX,MXN,False,2604228.79,2019-04-23 04:48:00,2019,4,23
3367,gnQSbmD2g-3gHuv19AlrN,True,GLOBALPAY,evt_1ERccIde0-kP2-l_QnkO58C,2019-04-23T09:36:00.000Z,ACCEPTED,False,103714.05,MX,MXN,False,2600125.06,2019-04-23 09:36:00,2019,4,23
3368,ooC0HuBWWPgzejWl5I0YS,True,GLOBALPAY,evt_1E1C0vM3dSeAm6oq4SReKLQ,2019-04-23T14:24:00.000Z,DECLINED,False,103486.77,MX,MXN,False,2594427.12,2019-04-23 14:24:00,2019,4,23
3369,guaEDehPNEDF7PldBGcUn,True,GLOBALPAY,evt_1E0ddzj_Ybd_F3r8qxxp_25,2019-04-23T19:12:00.000Z,ACCEPTED,False,103731.5,MX,MXN,False,2600562.54,2019-04-23 19:12:00,2019,4,23
3370,UUbG4myEy5vVdSP3-JqHy,True,GLOBALPAY,evt_1Esrzk6xAQ4P2FdZHgZpnFM,2019-04-23T00:00:00.000Z,ACCEPTED,False,98469.47,UK,GBP,False,69088.2,2019-04-23 00:00:00,2019,4,23
3371,apWWSfnX0cZbe5xeGeIk5,True,GLOBALPAY,evt_1Ew44uTLlDh7d0OGeiJFRFq,2019-04-23T04:48:00.000Z,DECLINED,False,98471.65,UK,GBP,False,69089.73,2019-04-23 04:48:00,2019,4,23
3372,Z4jo1IQpqHOGNpW-e8Y2x,True,GLOBALPAY,evt_1EDWh1_MkuudNwy8CNSS6yZ,2019-04-23T09:36:00.000Z,ACCEPTED,False,98976.15,UK,GBP,False,69443.69,2019-04-23 09:36:00,2019,4,23
3373,8ZzJ7V7DwvArl0ps6bA4U,True,GLOBALPAY,evt_1EthrP9jClRvWBs1q6uGG-2,2019-04-23T14:24:00.000Z,ACCEPTED,False,99498.65,UK,GBP,False,69810.29,2019-04-23 14:24:00,2019,4,23
3374,pUuYNDIuN4OFo6mqlXklb,True,GLOBALPAY,evt_1Ezr1DJA1ZJI3qdjzd7lqTl,2019-04-23T19:12:00.000Z,ACCEPTED,False,99699.25,UK,GBP,False,69951.04,2019-04-23 19:12:00,2019,4,23
3375,WHHrOgiRyI1GCNzyhUfqg,True,GLOBALPAY,evt_1EQOO7IilzL0rFSIfz8SPf6,2019-04-23T00:00:00.000Z,DECLINED,False,107342.31,FR,EUR,False,81270.16,2019-04-23 00:00:00,2019,4,23
3376,vNv7Wu2uUjBb79ZMxjxpq,True,GLOBALPAY,evt_1E1k7L5QZe-AcnZ_R7u15xG,2019-04-23T04:48:00.000Z,ACCEPTED,False,107302.78,FR,EUR,False,81240.23,2019-04-23 04:48:00,2019,4,23
3377,im17MwMlvFiqZwvOeV5l9,True,GLOBALPAY,evt_1EwO3_lbw_53vcclKthbG-1,2019-04-23T09:36:00.000Z,DECLINED,False,107986.61,FR,EUR,False,81757.97,2019-04-23 09:36:00,2019,4,23
3378,yIaRpa0_cpSV-5RBRMm8E,True,GLOBALPAY,evt_1EAsRhTcazHYBM62vUx12e8,2019-04-23T14:24:00.000Z,ACCEPTED,False,108379.71,FR,EUR,False,82055.59,2019-04-23 14:24:00,2019,4,23
3379,pyt-JvONIOSXeAXKLmnqx,True,GLOBALPAY,evt_1EranBBZidwfUK9UtFS9G9B,2019-04-23T19:12:00.000Z,DECLINED,False,109076.56,FR,EUR,False,82583.18,2019-04-23 19:12:00,2019,4,23
3380,BmExwpEQs5wnRFaBTb2ZD,True,GLOBALPAY,evt_1EtSqHH_qbIzR_jO0cezeBG,2019-04-23T00:00:00.000Z,DECLINED,False,112015.16,CA,CAD,False,153046.49,2019-04-23 00:00:00,2019,4,23
3381,pRNB1ZME74mVLOifVWHUC,True,GLOBALPAY,evt_1ECEsa8g7-TeIo2hTfdOtIa,2019-04-23T04:48:00.000Z,ACCEPTED,False,111996.0,CA,CAD,False,153020.31,2019-04-23 04:48:00,2019,4,23
3382,PeJLkOE1ZWltWZ3c2s9SK,True,GLOBALPAY,evt_1E8eyz4Ry-uAWc3Yv8df_DH,2019-04-23T09:36:00.000Z,ACCEPTED,False,112207.21,CA,CAD,False,153308.88,2019-04-23 09:36:00,2019,4,23
3383,YNI5Oof6lLjer0KRrVQFK,True,GLOBALPAY,evt_1EXU0kk6ObWLkmVxiI8AUT9,2019-04-23T14:24:00.000Z,ACCEPTED,False,112890.28,CA,CAD,False,154242.16,2019-04-23 14:24:00,2019,4,23
3384,uK9gmjZqNImj09RnOmCFc,True,GLOBALPAY,evt_1EQtYVoGZbSFc1miOBJ35GU,2019-04-23T19:12:00.000Z,ACCEPTED,False,113303.45,CA,CAD,False,154806.68,2019-04-23 19:12:00,2019,4,23
3385,XIxGzxSvZ7aW9fJwuAFad,True,GLOBALPAY,evt_1EfJpi0I9bZZ8jFNEGTZwzd,2019-04-23T00:00:00.000Z,DECLINED,False,114766.05,AE,USD,False,114766.05,2019-04-23 00:00:00,2019,4,23
3386,X21er94AkPtpNxSUDsmAx,True,GLOBALPAY,evt_1Eefvr6xu9v4SNh5xXvz9Yh,2019-04-23T04:48:00.000Z,DECLINED,False,115211.05,AE,USD,False,115211.05,2019-04-23 04:48:00,2019,4,23
3387,0KX_FxMJ6yqaEFLet6kD_,True,GLOBALPAY,evt_1Eu9qf8SmDOi-JbE0Jdj5zj,2019-04-23T09:36:00.000Z,ACCEPTED,False,114987.56,AE,USD,False,114987.56,2019-04-23 09:36:00,2019,4,23
3388,ze6CdPnbydDWocxw9vhth,True,GLOBALPAY,evt_1EX_hk5nGKTlzTIA25KwDIk,2019-04-23T14:24:00.000Z,ACCEPTED,False,114852.48,AE,USD,False,114852.48,2019-04-23 14:24:00,2019,4,23
3389,ofq7dzxWgkeX_G5GJuZwT,True,GLOBALPAY,evt_1E6k-t5GN7qMHkSpcVo0hpv,2019-04-23T19:12:00.000Z,DECLINED,False,115372.92,AE,USD,False,115372.92,2019-04-23 19:12:00,2019,4,23
3390,k1raSo1BT-HNiOB-fS65a,True,GLOBALPAY,evt_1EkTnafs8DYR8qC98ML4ygf,2019-04-24T00:00:00.000Z,DECLINED,False,106168.03,US,USD,False,106168.03,2019-04-24 00:00:00,2019,4,24
3391,nNtBNt7aSbC1kP_9YG6Wa,True,GLOBALPAY,evt_1EuOFYyU99C_eOFCf4LTJcd,2019-04-24T04:48:00.000Z,ACCEPTED,False,106159.05,US,USD,False,106159.05,2019-04-24 04:48:00,2019,4,24
3392,PmZIDKi4zGht7BBbKmz6R,True,GLOBALPAY,evt_1EcpcmbUCcHVd6yHVs6YXc4,2019-04-24T09:36:00.000Z,DECLINED,False,106705.75,US,USD,False,106705.75,2019-04-24 09:36:00,2019,4,24
3393,pM8HBg6O-sO_hb8t9yCMH,True,GLOBALPAY,evt_1EMkQUMuGm0UtadMAebLx7C,2019-04-24T14:24:00.000Z,ACCEPTED,False,106674.47,US,USD,False,106674.47,2019-04-24 14:24:00,2019,4,24
3394,A6RisiHEbzkVmjcHoYe9x,True,GLOBALPAY,evt_1E2KbRCu1H1ZfFumSVNRx6N,2019-04-24T19:12:00.000Z,DECLINED,False,106417.76,US,USD,False,106417.76,2019-04-24 19:12:00,2019,4,24
3395,ydJGBAHrNW_VSJoOlktUJ,True,GLOBALPAY,evt_1EoQD7yjeBgFH3IfB23s_0p,2019-04-24T00:00:00.000Z,ACCEPTED,False,103517.47,MX,MXN,False,2594614.25,2019-04-24 00:00:00,2019,4,24
3396,i1dWNMPqg1bhJSFQFJYJH,True,GLOBALPAY,evt_1EI5lQFjSiCJpDibpVLgm4M,2019-04-24T04:48:00.000Z,DECLINED,False,103299.01,MX,MXN,False,2589138.66,2019-04-24 04:48:00,2019,4,24
3397,v4-NU0vTDaCiaCYAKbLCa,True,GLOBALPAY,evt_1E5XxfLKzs6lhSzvO0mDNyz,2019-04-24T09:36:00.000Z,ACCEPTED,False,103603.87,MX,MXN,False,2596779.82,2019-04-24 09:36:00,2019,4,24
3398,DFblF8616NmakcmKCnQGf,True,GLOBALPAY,evt_1E4H-SAzl0YGNhSerKqfsrO,2019-04-24T14:24:00.000Z,ACCEPTED,False,104167.04,MX,MXN,False,2610895.4,2019-04-24 14:24:00,2019,4,24
3399,YRQfP0xcau4xgzFJKJyf8,True,GLOBALPAY,evt_1EI2Efh-ERpuufocPQsmFRF,2019-04-24T19:12:00.000Z,DECLINED,False,104642.01,MX,MXN,False,2622800.29,2019-04-24 19:12:00,2019,4,24
3400,u0hrgJYWJYyJa764sUBla,True,GLOBALPAY,evt_1ECd9AZ0lzKnLp8P1mAeskw,2019-04-24T00:00:00.000Z,DECLINED,False,99768.52,UK,GBP,False,70096.35,2019-04-24 00:00:00,2019,4,24
3401,HczC35nvCBD8l3S4LH_WY,True,GLOBALPAY,evt_1Eiuywhj5NxQ7WR2fP-oqYU,2019-04-24T04:48:00.000Z,ACCEPTED,False,100180.54,UK,GBP,False,70385.83,2019-04-24 04:48:00,2019,4,24
3402,cotfm3dLX1-GHh3QlUX5r,True,GLOBALPAY,evt_1E0s6RdrjRv6UXGeiA7Kh2O,2019-04-24T09:36:00.000Z,ACCEPTED,False,100410.54,UK,GBP,False,70547.43,2019-04-24 09:36:00,2019,4,24
3403,3TdFWVbrWvK3DBFvVEGXm,True,GLOBALPAY,evt_1EPOYMQlnE26E8WztCYhVx8,2019-04-24T14:24:00.000Z,DECLINED,False,101007.75,UK,GBP,False,70967.02,2019-04-24 14:24:00,2019,4,24
3404,6YIBVVYG8-j4Z4DvRA23r,True,GLOBALPAY,evt_1EFICcm7CDJZGSDojucO36o,2019-04-24T19:12:00.000Z,DECLINED,False,101109.1,UK,GBP,False,71038.23,2019-04-24 19:12:00,2019,4,24
3405,woZs-jdmEvXuxncW4PrAg,True,GLOBALPAY,evt_1E22aZaSvPi2ZUWMPlRfKQu,2019-04-24T00:00:00.000Z,ACCEPTED,False,108835.8,FR,EUR,False,82956.6,2019-04-24 00:00:00,2019,4,24
3406,FG_OK3gX9XHEZg-7x4A8W,True,GLOBALPAY,evt_1EfBHbWft1XiMM8C-Kh2zzs,2019-04-24T04:48:00.000Z,ACCEPTED,False,109345.88,FR,EUR,False,83345.39,2019-04-24 04:48:00,2019,4,24
3407,m9J2K_oAEr0suTY0hFM7q,True,GLOBALPAY,evt_1E7ENdVXh1lHSgEAOcb2sNk,2019-04-24T09:36:00.000Z,DECLINED,False,109183.31,FR,EUR,False,83221.48,2019-04-24 09:36:00,2019,4,24
3408,6MqnXzUtzElJSXzRE_cqB,True,GLOBALPAY,evt_1E8dAM7_yB3o20mbebQZsBc,2019-04-24T14:24:00.000Z,ACCEPTED,False,109671.48,FR,EUR,False,83593.57,2019-04-24 14:24:00,2019,4,24
3409,4ayOmZI0JR0pg2oi2rbz4,True,GLOBALPAY,evt_1E7hY2yOYGOenvvEoqm3gAE,2019-04-24T19:12:00.000Z,DECLINED,False,110204.48,FR,EUR,False,83999.83,2019-04-24 19:12:00,2019,4,24
3410,0SXQd1kZjfTVl87HvY60y,True,GLOBALPAY,evt_1EMXZikqeiSg7aB3I0NW4-2,2019-04-24T00:00:00.000Z,DECLINED,False,113845.02,CA,CAD,False,156769.93,2019-04-24 00:00:00,2019,4,24
3411,l81uy2IxuJmPcMrlNjjN8,True,GLOBALPAY,evt_1Ex8n7yaIqw-1Dh-3KMUiF-,2019-04-24T04:48:00.000Z,DECLINED,False,113664.04,CA,CAD,False,156520.71,2019-04-24 04:48:00,2019,4,24
3412,yCBN36aZyDkLHGKJZkM2X,True,GLOBALPAY,evt_1ERS0aRPw_2KOa5wJIEuIqW,2019-04-24T09:36:00.000Z,DECLINED,False,113477.44,CA,CAD,False,156263.75,2019-04-24 09:36:00,2019,4,24
3413,sXwiLGSfXOhpi9nfPkSR5,True,GLOBALPAY,evt_1EoPKW307ultLWjfMO5zesm,2019-04-24T14:24:00.000Z,ACCEPTED,False,113961.91,CA,CAD,False,156930.89,2019-04-24 14:24:00,2019,4,24
3414,Bwms2_CjLxRW4EE0Hg12b,True,GLOBALPAY,evt_1EYZP641gJPYLuqzdirQOO4,2019-04-24T19:12:00.000Z,ACCEPTED,False,114366.64,CA,CAD,False,157488.22,2019-04-24 19:12:00,2019,4,24
3415,LfjkLCKVF8T_K7eGYHP1b,True,GLOBALPAY,evt_1EcoXllO2pMcZ35Yj169sac,2019-04-24T00:00:00.000Z,ACCEPTED,False,115216.04,AE,USD,False,115216.04,2019-04-24 00:00:00,2019,4,24
3416,9w5lj9blfW0LmEYcI6plb,True,GLOBALPAY,evt_1ERkKnrp5R1Nd9dJetJh-Z1,2019-04-24T04:48:00.000Z,DECLINED,False,115781.27,AE,USD,False,115781.27,2019-04-24 04:48:00,2019,4,24
3417,zpcODGfQgszqfJmBkwxsO,True,GLOBALPAY,evt_1EKvZmLGbUQJkhdah9RbGzl,2019-04-24T09:36:00.000Z,ACCEPTED,False,116321.57,AE,USD,False,116321.57,2019-04-24 09:36:00,2019,4,24
3418,yC4ullA6JsUAdPiK5313n,True,GLOBALPAY,evt_1E8SUpUnWZbALc_xPJrrB1r,2019-04-24T14:24:00.000Z,ACCEPTED,False,116806.68,AE,USD,False,116806.68,2019-04-24 14:24:00,2019,4,24
3419,dxFb9sATuY0NT_Y953kNq,True,GLOBALPAY,evt_1EKO8n660l7-I7UhYDsSmMy,2019-04-24T19:12:00.000Z,DECLINED,False,117050.95,AE,USD,False,117050.95,2019-04-24 19:12:00,2019,4,24
3420,HnI0S9yw-D5XAFjNA9QtI,True,GLOBALPAY,evt_1Et5EPl9IcTsdK0-_ATTBEB,2019-04-25T00:00:00.000Z,ACCEPTED,False,106636.02,US,USD,False,106636.02,2019-04-25 00:00:00,2019,4,25
3421,-pIWynWAkVFq-Q1oS7MYZ,True,GLOBALPAY,evt_1EvQ7l8__2BbRi9hOMOSDyj,2019-04-25T04:48:00.000Z,DECLINED,False,106812.14,US,USD,False,106812.14,2019-04-25 04:48:00,2019,4,25
3422,-CPS166aVhUgt2w8yyuZW,True,GLOBALPAY,evt_1EVLiemB9DNMrOa4uvoN52b,2019-04-25T09:36:00.000Z,DECLINED,False,107357.45,US,USD,False,107357.45,2019-04-25 09:36:00,2019,4,25
3423,Xpyk8W3gVMyUbVk5fgmIv,True,GLOBALPAY,evt_1EqyvtB6u4Zvt2XS3q-Xl62,2019-04-25T14:24:00.000Z,ACCEPTED,False,107300.61,US,USD,False,107300.61,2019-04-25 14:24:00,2019,4,25
3424,JiH1RNBiCAzOeLdvFmZeC,True,GLOBALPAY,evt_1EX90nOKkmjTK71riTgGzV3,2019-04-25T19:12:00.000Z,DECLINED,False,107991.7,US,USD,False,107991.7,2019-04-25 19:12:00,2019,4,25
3425,RMeGyRVnJx2tQgUEKdljP,True,GLOBALPAY,evt_1EWm3D7bVedWIWxfkuJ50eC,2019-04-25T00:00:00.000Z,DECLINED,False,104761.21,MX,MXN,False,2626045.66,2019-04-25 00:00:00,2019,4,25
3426,ilfJGeoFO3lfJAqcGfWHo,True,GLOBALPAY,evt_1EWumV_i4Ob8biqwOibJrqS,2019-04-25T04:48:00.000Z,ACCEPTED,False,105164.87,MX,MXN,False,2636164.2,2019-04-25 04:48:00,2019,4,25
3427,g-fFvRTV4_JzNSr9XPIhK,True,GLOBALPAY,evt_1EX9YTuXfiSPuABWL_R8wMJ,2019-04-25T09:36:00.000Z,DECLINED,False,105415.28,MX,MXN,False,2642441.22,2019-04-25 09:36:00,2019,4,25
3428,g0FCgYX9Oliy6kJl3Kusi,True,GLOBALPAY,evt_1E_AYOeVzSogZwPoAZBEV4-,2019-04-25T14:24:00.000Z,DECLINED,False,105599.95,MX,MXN,False,2647070.33,2019-04-25 14:24:00,2019,4,25
3429,6JDItuRb_PCnvW9z2sQNC,True,GLOBALPAY,evt_1E9ujkLk2ro7VLhxElvijca,2019-04-25T19:12:00.000Z,DECLINED,False,105407.19,MX,MXN,False,2642238.42,2019-04-25 19:12:00,2019,4,25
3430,oGBw1FSX80JdujeBlTFSx,True,GLOBALPAY,evt_1EXu5UfPbnK3Pwz2dguiY-r,2019-04-25T00:00:00.000Z,ACCEPTED,False,100839.76,UK,GBP,False,71299.47,2019-04-25 00:00:00,2019,4,25
3431,C4rwl3wPf3LE9ZNWZKTtS,True,GLOBALPAY,evt_1E3gXZ47a89RVjA-iOChFru,2019-04-25T04:48:00.000Z,DECLINED,False,101260.77,UK,GBP,False,71597.15,2019-04-25 04:48:00,2019,4,25
3432,_byyfOJZcIuNBqPRPZQeb,True,GLOBALPAY,evt_1EUvE9skS6foiPGp9JvvIts,2019-04-25T09:36:00.000Z,ACCEPTED,False,101111.68,UK,GBP,False,71491.73,2019-04-25 09:36:00,2019,4,25
3433,hCuPCW8T62Ip0DxnBb3wE,True,GLOBALPAY,evt_1EeBPYus_IBERfnvvJtVApv,2019-04-25T14:24:00.000Z,ACCEPTED,False,101313.83,UK,GBP,False,71634.66,2019-04-25 14:24:00,2019,4,25
3434,DZT59ekxOn1vrqqYY14mV,True,GLOBALPAY,evt_1E0lbKSxvw-ewazgr3x_xHY,2019-04-25T19:12:00.000Z,ACCEPTED,False,101230.1,UK,GBP,False,71575.46,2019-04-25 19:12:00,2019,4,25
3435,DN7x18OfdMRAgNbJB0blg,True,GLOBALPAY,evt_1E5JB7WyJzlG9yvcV43C3TX,2019-04-25T00:00:00.000Z,ACCEPTED,False,110341.29,FR,EUR,False,85766.79,2019-04-25 00:00:00,2019,4,25
3436,z0bmE5wzlE5xUn49ZEIkt,True,GLOBALPAY,evt_1EETuBRheOGaSi6RJen7nGd,2019-04-25T04:48:00.000Z,ACCEPTED,False,110700.41,FR,EUR,False,86045.93,2019-04-25 04:48:00,2019,4,25
3437,ekECeJZKq5Wiik2Nd7Jue,True,GLOBALPAY,evt_1EZhPxk4T29jRryK98UKdK6,2019-04-25T09:36:00.000Z,ACCEPTED,False,110898.35,FR,EUR,False,86199.79,2019-04-25 09:36:00,2019,4,25
3438,n8DX2IZcZrcSYWFddd9Pa,True,GLOBALPAY,evt_1Ey0EEMa_Vkw_Da9oOZ23CN,2019-04-25T14:24:00.000Z,ACCEPTED,False,110923.38,FR,EUR,False,86219.24,2019-04-25 14:24:00,2019,4,25
3439,xsfi4TV0nl0nbrv2N6kkU,True,GLOBALPAY,evt_1EIdZMz6GEWw5LbRUR7_Mi2,2019-04-25T19:12:00.000Z,ACCEPTED,False,110886.34,FR,EUR,False,86190.45,2019-04-25 19:12:00,2019,4,25
3440,rrTWW4BUf1uquQ5iYTsFk,True,GLOBALPAY,evt_1E3S8VZGiv_1TMkXIBub_dq,2019-04-25T00:00:00.000Z,DECLINED,False,114880.15,CA,CAD,False,159288.71,2019-04-25 00:00:00,2019,4,25
3441,YNXgrcZvxNR_6oyoIzTCB,True,GLOBALPAY,evt_1E8Sar2diUqDWEFGlgvLbuz,2019-04-25T04:48:00.000Z,DECLINED,False,114937.36,CA,CAD,False,159368.04,2019-04-25 04:48:00,2019,4,25
3442,3NZgX__zVktF9U8cBgvcN,True,GLOBALPAY,evt_1EC8Kr1EGAVU6D_e3V95KZw,2019-04-25T09:36:00.000Z,ACCEPTED,False,114687.78,CA,CAD,False,159021.98,2019-04-25 09:36:00,2019,4,25
3443,t914u8u0ayKaW_j5Vsgbv,True,GLOBALPAY,evt_1EXAYD7JPFME65KMMOrXRIe,2019-04-25T14:24:00.000Z,ACCEPTED,False,114879.26,CA,CAD,False,159287.48,2019-04-25 14:24:00,2019,4,25
3444,GhWYMdOsqrirbxnqSj1ZF,True,GLOBALPAY,evt_1EdWpUZIlqJgBo5qmzZB3TY,2019-04-25T19:12:00.000Z,ACCEPTED,False,115220.61,CA,CAD,False,159760.78,2019-04-25 19:12:00,2019,4,25
3445,CcPsVTFeQIcINRJa4eVbJ,True,GLOBALPAY,evt_1EvdxfjaYEfH9uP_8-v-koy,2019-04-25T00:00:00.000Z,ACCEPTED,False,116776.55,AE,USD,False,116776.55,2019-04-25 00:00:00,2019,4,25
3446,TahMBpApsLSD2kuR-R1b_,True,GLOBALPAY,evt_1E5y87XniIUeHHeNMJPdeIe,2019-04-25T04:48:00.000Z,ACCEPTED,False,117130.18,AE,USD,False,117130.18,2019-04-25 04:48:00,2019,4,25
3447,DNYYa6bgtLNRQvf4QvqrG,True,GLOBALPAY,evt_1Ehlkve-P7JrpLyUh9YHzZ1,2019-04-25T09:36:00.000Z,DECLINED,False,117692.68,AE,USD,False,117692.68,2019-04-25 09:36:00,2019,4,25
